app_no,license_type,application_date,status,fru_interview_scheduled,drug_test,wav_course,defensive_driving,driver_exam,medical_clearance_form,other_requirements,last_update
6077591,HDR,2024-07-01T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078459,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073290,HDR,2024-04-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6074575,HDR,2024-05-14T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076056,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6073487,HDR,2024-04-28T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076845,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076101,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6078832,HDR,2024-07-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072701,HDR,2024-04-17T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6077974,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073440,HDR,2024-04-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078313,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078606,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078677,HDR,2024-07-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075071,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078147,HDR,2024-07-11T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076176,HDR,2024-06-06T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073402,HDR,2024-04-26T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076850,PDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6076204,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077839,HDR,2024-07-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077673,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077464,HDR,2024-06-28T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076171,HDR,2024-06-06T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075170,HDR,2024-05-21T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078682,HDR,2024-07-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078186,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077734,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074442,HDR,2024-05-12T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073458,HDR,2024-04-28T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077913,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6073597,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077460,HDR,2024-06-28T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6076110,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078084,HDR,2024-07-10T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077749,HDR,2024-07-04T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078767,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078520,HDR,2024-07-17T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077068,HDR,2024-06-22T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077845,HDR,2024-07-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073109,HDR,2024-04-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077461,HDR,2024-06-28T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6075343,HDR,2024-05-24T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6077146,HDR,2024-06-24T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6077258,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077456,HDR,2024-06-28T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075051,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6072798,HDR,2024-04-19T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076250,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6074814,HDR,2024-05-16T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077780,HDR,2024-07-04T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075987,HDR,2024-06-04T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077477,HDR,2024-06-29T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075813,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078021,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077859,HDR,2024-07-07T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
5921774,PDR,1997-04-28T00:00:00.000,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6074666,HDR,2024-05-15T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077383,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6075173,HDR,2024-05-21T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078825,HDR,2024-07-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073419,HDR,2024-04-27T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6077988,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075289,HDR,2024-05-23T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6075260,HDR,2024-05-23T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6071704,HDR,2024-04-03T00:00:00.000,Pending Fitness Interview,06/19/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076863,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077829,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078249,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6074095,HDR,2024-05-07T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076521,HDR,2024-06-12T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075698,HDR,2024-05-30T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075365,HDR,2024-05-24T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078792,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077592,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078430,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074122,HDR,2024-05-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6075009,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6072777,HDR,2024-04-18T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077667,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077790,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6076952,HDR,2024-06-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078314,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078729,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077980,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076075,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078302,HDR,2024-07-14T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077716,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076321,HDR,2024-06-10T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075375,HDR,2024-05-24T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072833,HDR,2024-04-19T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6072587,HDR,2024-04-16T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073538,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076453,HDR,2024-06-11T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078417,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076846,HDR,2024-06-18T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076901,HDR,2024-06-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6074981,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077235,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078355,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077757,HDR,2024-07-04T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6076748,HDR,2024-06-17T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6078772,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078724,HDR,2024-07-21T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074746,HDR,2024-05-16T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077427,HDR,2024-06-28T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077188,HDR,2024-06-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6074391,HDR,2024-05-10T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076682,HDR,2024-06-14T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6067818,HDR,2024-02-10T00:00:00.000,Pending Fitness Interview,06/04/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077655,HDR,2024-07-02T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077569,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073341,HDR,2024-04-26T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6073074,HDR,2024-04-23T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075666,HDR,2024-05-29T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073907,HDR,2024-05-04T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6077570,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078087,HDR,2024-07-10T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
